"Ma","T","U:0","U:1","U:2","alphat","k","nut","omega","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,0.54712,72.397,0.46604,155.35,1.0132e+05,1.174,1,0,0,0.087256,1
1.9978,300,694.73,1.9721e-10,0,0.54712,72.392,0.46604,155.34,1.0132e+05,1.174,1,0.0025,0.0025,0.087256,1
1.9978,300,694.73,3.9443e-10,0,0.54711,72.387,0.46603,155.32,1.0132e+05,1.174,1,0.005,0.005,0.087256,1
1.9978,300,694.73,5.9164e-10,0,0.54711,72.381,0.46603,155.31,1.0132e+05,1.174,1,0.0075,0.0075,0.087256,1
1.9978,300,694.73,7.8885e-10,0,0.54711,72.376,0.46603,155.3,1.0132e+05,1.174,1,0.01,0.01,0.087256,1
1.9978,300,694.73,9.8607e-10,0,0.5471,72.371,0.46603,155.29,1.0132e+05,1.174,1,0.0125,0.0125,0.087256,1
1.9978,300,694.73,1.1833e-09,0,0.5471,72.365,0.46602,155.28,1.0132e+05,1.174,1,0.015,0.015,0.087256,1
1.9978,300,694.73,1.3805e-09,0,0.5471,72.36,0.46602,155.27,1.0132e+05,1.174,1,0.0175,0.0175,0.087256,1
1.9978,300,694.73,1.5777e-09,0,0.54709,72.354,0.46602,155.26,1.0132e+05,1.174,1,0.02,0.02,0.087256,1
1.9978,300,694.73,1.7749e-09,0,0.54709,72.349,0.46601,155.25,1.0132e+05,1.174,1,0.0225,0.0225,0.087256,1
1.9978,300,694.73,1.9721e-09,0,0.54709,72.344,0.46601,155.24,1.0132e+05,1.174,1,0.025,0.025,0.087256,1
1.9978,300,694.73,2.1694e-09,0,0.54708,72.338,0.46601,155.23,1.0132e+05,1.174,1,0.0275,0.0275,0.087256,1
1.9978,300,694.73,2.3666e-09,0,0.54708,72.333,0.46601,155.22,1.0132e+05,1.174,1,0.03,0.03,0.087256,1
1.9978,300,694.73,2.5933e-09,0,0.54708,72.328,0.466,155.21,1.0132e+05,1.174,1,0.0325,0.0325,0.087256,1
1.9978,300,694.73,2.8497e-09,0,0.54708,72.325,0.466,155.2,1.0132e+05,1.174,1,0.035,0.035,0.087256,1
1.9978,300,694.73,3.1061e-09,0,0.54707,72.321,0.466,155.2,1.0132e+05,1.174,1,0.0375,0.0375,0.087256,1
1.9978,300,694.73,3.3624e-09,0,0.54707,72.318,0.466,155.19,1.0132e+05,1.174,1,0.04,0.04,0.087256,1
1.9978,300,694.73,3.6188e-09,0,0.54707,72.314,0.466,155.18,1.0132e+05,1.174,1,0.0425,0.0425,0.087256,1
1.9978,300,694.73,3.8751e-09,0,0.54707,72.31,0.46599,155.17,1.0132e+05,1.174,1,0.045,0.045,0.087256,1
1.9978,300,694.73,4.1315e-09,0,0.54706,72.307,0.46599,155.17,1.0132e+05,1.174,1,0.0475,0.0475,0.087256,1
1.9978,300,694.73,4.3878e-09,0,0.54706,72.303,0.46599,155.16,1.0132e+05,1.174,1,0.05,0.05,0.087256,1
1.9978,300,694.73,4.6442e-09,0,0.54706,72.299,0.46599,155.15,1.0132e+05,1.174,1,0.0525,0.0525,0.087256,1
1.9978,300,694.73,4.9005e-09,0,0.54706,72.296,0.46599,155.15,1.0132e+05,1.174,1,0.055,0.055,0.087256,1
1.9978,300,694.73,5.1569e-09,0,0.54705,72.292,0.46598,155.14,1.0132e+05,1.174,1,0.0575,0.0575,0.087256,1
1.9978,300,694.73,5.4132e-09,0,0.54705,72.288,0.46598,155.13,1.0132e+05,1.174,1,0.06,0.06,0.087256,1
1.9978,300,694.73,5.6696e-09,0,0.54705,72.285,0.46598,155.12,1.0132e+05,1.174,1,0.0625,0.0625,0.087256,1
1.9978,300,694.73,6.0724e-09,0,0.54705,72.281,0.46598,155.12,1.0132e+05,1.174,1,0.065,0.065,0.087256,1
1.9978,300,694.73,6.4751e-09,0,0.54705,72.278,0.46598,155.11,1.0132e+05,1.174,1,0.0675,0.0675,0.087256,1
1.9978,300,694.73,6.8779e-09,0,0.54704,72.274,0.46598,155.1,1.0132e+05,1.174,1,0.07,0.07,0.087256,1
1.9978,300,694.73,7.2807e-09,0,0.54704,72.27,0.46597,155.1,1.0132e+05,1.174,1,0.0725,0.0725,0.087256,1
1.9978,300,694.73,7.6835e-09,0,0.54704,72.267,0.46597,155.09,1.0132e+05,1.174,1,0.075,0.075,0.087256,1
1.9978,300,694.73,8.0863e-09,0,0.54704,72.263,0.46597,155.08,1.0132e+05,1.174,1,0.0775,0.0775,0.087256,1
1.9978,300,694.73,8.4891e-09,0,0.54703,72.259,0.46597,155.07,1.0132e+05,1.174,1,0.08,0.08,0.087256,1
1.9978,300,694.73,8.8919e-09,0,0.54703,72.256,0.46597,155.07,1.0132e+05,1.174,1,0.0825,0.0825,0.087256,1
1.9978,300,694.73,9.2946e-09,0,0.54703,72.252,0.46596,155.06,1.0132e+05,1.174,1,0.085,0.085,0.087256,1
1.9978,300,694.73,9.6974e-09,0,0.54703,72.249,0.46596,155.05,1.0132e+05,1.174,1,0.0875,0.0875,0.087256,1
1.9978,300,694.73,1.01e-08,0,0.54702,72.245,0.46596,155.05,1.0132e+05,1.174,1,0.09,0.09,0.087256,1
1.9978,300,694.73,1.0503e-08,0,0.54702,72.241,0.46596,155.04,1.0132e+05,1.174,1,0.0925,0.0925,0.087256,1
1.9978,300,694.73,1.1016e-08,0,0.54702,72.238,0.46596,155.03,1.0132e+05,1.174,1,0.095,0.095,0.087256,1
1.9978,300,694.73,1.1638e-08,0,0.54702,72.234,0.46595,155.02,1.0132e+05,1.174,1,0.0975,0.0975,0.087256,1
1.9978,300,694.73,1.226e-08,0,0.54702,72.23,0.46595,155.02,1.0132e+05,1.174,1,0.1,0.1,0.087256,1
1.9978,300,694.73,1.2883e-08,0,0.54701,72.227,0.46595,155.01,1.0132e+05,1.174,1,0.1025,0.1025,0.087256,1
1.9978,300,694.73,1.3505e-08,0,0.54701,72.223,0.46595,155,1.0132e+05,1.174,1,0.105,0.105,0.087256,1
1.9978,300,694.73,1.4127e-08,0,0.54701,72.22,0.46595,155,1.0132e+05,1.174,1,0.1075,0.1075,0.087256,1
1.9978,300,694.73,1.4749e-08,0,0.54701,72.216,0.46594,154.99,1.0132e+05,1.174,1,0.11,0.11,0.087256,1
1.9978,300,694.73,1.5372e-08,0,0.547,72.212,0.46594,154.98,1.0132e+05,1.174,1,0.1125,0.1125,0.087256,1
1.9978,300,694.73,1.5994e-08,0,0.547,72.209,0.46594,154.97,1.0132e+05,1.174,1,0.115,0.115,0.087256,1
1.9978,300,694.73,1.6616e-08,0,0.547,72.205,0.46594,154.97,1.0132e+05,1.174,1,0.1175,0.1175,0.087256,1
1.9978,300,694.73,1.7239e-08,0,0.547,72.201,0.46594,154.96,1.0132e+05,1.174,1,0.12,0.12,0.087256,1
1.9978,300,694.73,1.7861e-08,0,0.547,72.198,0.46593,154.95,1.0132e+05,1.174,1,0.1225,0.1225,0.087256,1
1.9978,300,694.73,1.8483e-08,0,0.54699,72.194,0.46593,154.95,1.0132e+05,1.174,1,0.125,0.125,0.087256,1
1.9978,300,694.73,1.9436e-08,0,0.54699,72.191,0.46593,154.94,1.0132e+05,1.174,1,0.1275,0.1275,0.087256,1
1.9978,300,694.73,2.0389e-08,0,0.54699,72.187,0.46593,154.93,1.0132e+05,1.174,1,0.13,0.13,0.087256,1
1.9978,300,694.73,2.1342e-08,0,0.54699,72.183,0.46593,154.92,1.0132e+05,1.174,1,0.1325,0.1325,0.087256,1
1.9978,300,694.73,2.2295e-08,0,0.54698,72.18,0.46593,154.92,1.0132e+05,1.174,1,0.135,0.135,0.087256,1
1.9978,300,694.73,2.3248e-08,0,0.54698,72.176,0.46592,154.91,1.0132e+05,1.174,1,0.1375,0.1375,0.087256,1
1.9978,300,694.73,2.42e-08,0,0.54698,72.173,0.46592,154.9,1.0132e+05,1.174,1,0.14,0.14,0.087256,1
1.9978,300,694.73,2.5153e-08,0,0.54698,72.169,0.46592,154.9,1.0132e+05,1.174,1,0.1425,0.1425,0.087256,1
1.9978,300,694.73,2.6106e-08,0,0.54697,72.165,0.46592,154.89,1.0132e+05,1.174,1,0.145,0.145,0.087256,1
1.9978,300,694.73,2.7059e-08,0,0.54697,72.162,0.46592,154.88,1.0132e+05,1.174,1,0.1475,0.1475,0.087256,1
1.9978,300,694.73,2.8012e-08,0,0.54697,72.158,0.46591,154.87,1.0132e+05,1.174,1,0.15,0.15,0.087256,1
1.9978,300,694.73,2.8965e-08,0,0.54697,72.154,0.46591,154.87,1.0132e+05,1.174,1,0.1525,0.1525,0.087256,1
1.9978,300,694.73,2.9917e-08,0,0.54697,72.151,0.46591,154.86,1.0132e+05,1.174,1,0.155,0.155,0.087256,1
1.9978,300,694.73,3.112e-08,0,0.54696,72.147,0.46591,154.85,1.0132e+05,1.174,1,0.1575,0.1575,0.087256,1
1.9978,300,694.73,3.2572e-08,0,0.54696,72.144,0.46591,154.85,1.0132e+05,1.174,1,0.16,0.16,0.087256,1
1.9978,300,694.73,3.4024e-08,0,0.54696,72.14,0.4659,154.84,1.0132e+05,1.174,1,0.1625,0.1625,0.087256,1
1.9978,300,694.73,3.5475e-08,0,0.54696,72.136,0.4659,154.83,1.0132e+05,1.174,1,0.165,0.165,0.087256,1
1.9978,300,694.73,3.6927e-08,0,0.54695,72.133,0.4659,154.82,1.0132e+05,1.174,1,0.1675,0.1675,0.087256,1
1.9978,300,694.73,3.8379e-08,0,0.54695,72.129,0.4659,154.82,1.0132e+05,1.174,1,0.17,0.17,0.087256,1
1.9978,300,694.73,3.9831e-08,0,0.54695,72.126,0.4659,154.81,1.0132e+05,1.174,1,0.1725,0.1725,0.087256,1
1.9978,300,694.73,4.1283e-08,0,0.54695,72.122,0.46589,154.8,1.0132e+05,1.174,1,0.175,0.175,0.087256,1
1.9978,300,694.73,4.2735e-08,0,0.54694,72.118,0.46589,154.8,1.0132e+05,1.174,1,0.1775,0.1775,0.087256,1
1.9978,300,694.73,4.4187e-08,0,0.54694,72.115,0.46589,154.79,1.0132e+05,1.174,1,0.18,0.18,0.087256,1
1.9978,300,694.73,4.5639e-08,0,0.54694,72.111,0.46589,154.78,1.0132e+05,1.174,1,0.1825,0.1825,0.087256,1
1.9978,300,694.73,4.7091e-08,0,0.54694,72.107,0.46589,154.77,1.0132e+05,1.174,1,0.185,0.185,0.087256,1
1.9978,300,694.73,4.8543e-08,0,0.54694,72.104,0.46588,154.77,1.0132e+05,1.174,1,0.1875,0.1875,0.087256,1
1.9978,300,694.73,5.075e-08,0,0.54693,72.1,0.46588,154.76,1.0132e+05,1.174,1,0.19,0.19,0.087256,1
1.9978,300,694.73,5.2958e-08,0,0.54693,72.097,0.46588,154.75,1.0132e+05,1.174,1,0.1925,0.1925,0.087256,1
1.9978,300,694.73,5.5165e-08,0,0.54693,72.093,0.46588,154.75,1.0132e+05,1.174,1,0.195,0.195,0.087256,1
1.9978,300,694.73,5.7372e-08,0,0.54693,72.089,0.46588,154.74,1.0132e+05,1.174,1,0.1975,0.1975,0.087256,1
1.9978,300,694.73,5.958e-08,0,0.54692,72.086,0.46587,154.73,1.0132e+05,1.174,1,0.2,0.2,0.087256,1
1.9978,300,694.73,6.1787e-08,0,0.54692,72.082,0.46587,154.73,1.0132e+05,1.174,1,0.2025,0.2025,0.087256,1
1.9978,300,694.73,6.3995e-08,0,0.54692,72.079,0.46587,154.72,1.0132e+05,1.174,1,0.205,0.205,0.087256,1
1.9978,300,694.73,6.6202e-08,0,0.54692,72.075,0.46587,154.71,1.0132e+05,1.174,1,0.2075,0.2075,0.087256,1
1.9978,300,694.73,6.8409e-08,0,0.54691,72.071,0.46587,154.7,1.0132e+05,1.174,1,0.21,0.21,0.087256,1
1.9978,300,694.73,7.0617e-08,0,0.54691,72.068,0.46586,154.7,1.0132e+05,1.174,1,0.2125,0.2125,0.087256,1
