"Ma","T","U:0","U:1","U:2","alphat","k","nut","omega","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,0.54712,72.397,0.46604,155.35,1.0132e+05,1.174,1,0,0,0.5001,1
1.9978,300,694.73,2.5838e-15,0,0.54712,72.392,0.46604,155.34,1.0132e+05,1.174,1,0.0025,0.0025,0.5001,1
1.9978,300,694.73,5.1676e-15,0,0.54711,72.387,0.46603,155.33,1.0132e+05,1.174,1,0.005,0.005,0.5001,1
1.9978,300,694.73,7.7515e-15,0,0.54711,72.382,0.46603,155.31,1.0132e+05,1.174,1,0.0075,0.0075,0.5001,1
1.9978,300,694.73,1.0335e-14,0,0.54711,72.376,0.46603,155.3,1.0132e+05,1.174,1,0.01,0.01,0.5001,1
1.9978,300,694.73,1.2919e-14,0,0.5471,72.371,0.46603,155.29,1.0132e+05,1.174,1,0.0125,0.0125,0.5001,1
1.9978,300,694.73,1.2942e-14,0,0.5471,72.367,0.46603,155.29,1.0132e+05,1.174,1,0.015,0.015,0.5001,1
1.9978,300,694.73,1.2965e-14,0,0.5471,72.364,0.46602,155.28,1.0132e+05,1.174,1,0.0175,0.0175,0.5001,1
1.9978,300,694.73,1.2988e-14,0,0.5471,72.36,0.46602,155.27,1.0132e+05,1.174,1,0.02,0.02,0.5001,1
1.9978,300,694.73,1.3011e-14,0,0.54709,72.357,0.46602,155.27,1.0132e+05,1.174,1,0.0225,0.0225,0.5001,1
1.9978,300,694.73,1.3034e-14,0,0.54709,72.353,0.46602,155.26,1.0132e+05,1.174,1,0.025,0.025,0.5001,1
1.9978,300,694.73,1.5048e-14,0,0.54709,72.349,0.46602,155.25,1.0132e+05,1.174,1,0.0275,0.0275,0.5001,1
1.9978,300,694.73,1.7061e-14,0,0.54709,72.346,0.46601,155.24,1.0132e+05,1.174,1,0.03,0.03,0.5001,1
1.9978,300,694.73,1.9075e-14,0,0.54709,72.342,0.46601,155.24,1.0132e+05,1.174,1,0.0325,0.0325,0.5001,1
1.9978,300,694.73,2.1088e-14,0,0.54708,72.338,0.46601,155.23,1.0132e+05,1.174,1,0.035,0.035,0.5001,1
1.9978,300,694.73,2.3101e-14,0,0.54708,72.335,0.46601,155.22,1.0132e+05,1.174,1,0.0375,0.0375,0.5001,1
1.9978,300,694.73,2.3584e-14,0,0.54708,72.331,0.46601,155.21,1.0132e+05,1.174,1,0.04,0.04,0.5001,1
1.9978,300,694.73,2.4067e-14,0,0.54708,72.327,0.466,155.21,1.0132e+05,1.174,1,0.0425,0.0425,0.5001,1
1.9978,300,694.73,2.455e-14,0,0.54707,72.324,0.466,155.2,1.0132e+05,1.174,1,0.045,0.045,0.5001,1
1.9978,300,694.73,2.5033e-14,0,0.54707,72.32,0.466,155.19,1.0132e+05,1.174,1,0.0475,0.0475,0.5001,1
1.9978,300,694.73,2.5516e-14,0,0.54707,72.317,0.466,155.19,1.0132e+05,1.174,1,0.05,0.05,0.5001,1
1.9978,300,694.73,2.2852e-14,0,0.54707,72.313,0.466,155.18,1.0132e+05,1.174,1,0.0525,0.0525,0.5001,1
1.9978,300,694.73,2.0188e-14,0,0.54707,72.309,0.46599,155.17,1.0132e+05,1.174,1,0.055,0.055,0.5001,1
1.9978,300,694.73,1.7525e-14,0,0.54706,72.306,0.46599,155.16,1.0132e+05,1.174,1,0.0575,0.0575,0.5001,1
1.9978,300,694.73,1.4861e-14,0,0.54706,72.302,0.46599,155.16,1.0132e+05,1.174,1,0.06,0.06,0.5001,1
1.9978,300,694.73,1.2198e-14,0,0.54706,72.298,0.46599,155.15,1.0132e+05,1.174,1,0.0625,0.0625,0.5001,1
1.9978,300,694.73,9.8986e-15,0,0.54706,72.295,0.46599,155.14,1.0132e+05,1.174,1,0.065,0.065,0.5001,1
1.9978,300,694.73,7.5998e-15,0,0.54705,72.291,0.46598,155.14,1.0132e+05,1.174,1,0.0675,0.0675,0.5001,1
1.9978,300,694.73,5.3009e-15,0,0.54705,72.287,0.46598,155.13,1.0132e+05,1.174,1,0.07,0.07,0.5001,1
1.9978,300,694.73,3.002e-15,0,0.54705,72.284,0.46598,155.12,1.0132e+05,1.174,1,0.0725,0.0725,0.5001,1
1.9978,300,694.73,7.0312e-16,0,0.54705,72.28,0.46598,155.11,1.0132e+05,1.174,1,0.075,0.075,0.5001,1
1.9978,300,694.73,-4.0671e-15,0,0.54705,72.277,0.46598,155.11,1.0132e+05,1.174,1,0.0775,0.0775,0.5001,1
1.9978,300,694.73,-8.8373e-15,0,0.54704,72.273,0.46598,155.1,1.0132e+05,1.174,1,0.08,0.08,0.5001,1
1.9978,300,694.73,-1.3607e-14,0,0.54704,72.269,0.46597,155.09,1.0132e+05,1.174,1,0.0825,0.0825,0.5001,1
1.9978,300,694.73,-1.8378e-14,0,0.54704,72.266,0.46597,155.09,1.0132e+05,1.174,1,0.085,0.085,0.5001,1
1.9978,300,694.73,-2.3148e-14,0,0.54704,72.262,0.46597,155.08,1.0132e+05,1.174,1,0.0875,0.0875,0.5001,1
1.9978,300,694.73,-2.8026e-14,0,0.54703,72.258,0.46597,155.07,1.0132e+05,1.174,1,0.09,0.09,0.5001,1
1.9978,300,694.73,-3.2904e-14,0,0.54703,72.255,0.46597,155.06,1.0132e+05,1.174,1,0.0925,0.0925,0.5001,1
1.9978,300,694.73,-3.7782e-14,0,0.54703,72.251,0.46596,155.06,1.0132e+05,1.174,1,0.095,0.095,0.5001,1
